ImageId,EncodedPixels
No_9 CD31_dapi_8bit.png, 302651 4 303597 8 304543 10 305490 11 306436 13 307383 13 308330 13 309277 13 310224 13 311171 11 312119 9
No_9 CD31_dapi_8bit.png, 694553 4 695497 9 696443 12 697390 12 698337 13 699284 13 700231 13 701178 12 702126 11 703074 8 704022 5
No_9 CD31_dapi_8bit.png, 331938 6 332884 9 333830 11 334777 12 335724 13 336672 12 337620 11 338568 10 339516 8 340466 4
No_9 CD31_dapi_8bit.png, 320525 7 321471 9 322417 11 323363 12 324310 13 325256 14 326203 14 327150 14 328098 13 329045 12 329993 10 330941 8 331890 3
No_9 CD31_dapi_8bit.png, 341665 5 342610 9 343557 10 344503 11 345450 11 346397 11 347345 9 348292 9 349240 7 350189 3
No_9 CD31_dapi_8bit.png, 359784 4 360728 9 361674 11 362620 12 363566 13 364513 13 365460 12 366407 11 367355 9 368303 5
No_9 CD31_dapi_8bit.png, 622104 6 623049 10 623995 12 624941 13 625888 13 626835 13 627782 13 628730 11 629680 6
No_9 CD31_dapi_8bit.png, 352021 5 352965 10 353911 12 354857 13 355804 13 356750 14 357697 14 358645 12 359593 10 360543 5
No_9 CD31_dapi_8bit.png, 668279 5 669223 10 670169 12 671115 14 672062 14 673009 14 673957 13 674905 11 675855 6
No_9 CD31_dapi_8bit.png, 147420 6 148367 7 149313 9 150260 9 151207 10 152154 11 153101 11 154048 12 154995 12 155943 11 156892 8 157842 3
No_9 CD31_dapi_8bit.png, 221387 6 222332 10 223279 11 224225 12 225172 12 226119 12 227066 12 228014 11 228961 10 229909 8 230858 3
No_9 CD31_dapi_8bit.png, 490503 6 491448 10 492394 12 493341 12 494288 13 495235 13 496182 12 497130 11 498078 8 499027 4
No_9 CD31_dapi_8bit.png, 589792 6 590738 9 591684 10 592631 11 593577 12 594524 12 595472 11 596419 10 597367 8 598316 3
No_9 CD31_dapi_8bit.png, 628488 7 629434 10 630380 11 631326 13 632273 13 633219 14 634166 13 635114 12 636061 11 637009 8 637959 4
No_9 CD31_dapi_8bit.png, 516652 6 517596 10 518542 12 519488 13 520435 12 521382 12 522329 12 523276 11 524223 10 525171 8 526121 1
No_9 CD31_dapi_8bit.png, 299728 7 300674 10 301620 12 302567 13 303514 13 304461 13 305408 13 306355 12 307302 11 308252 6
No_9 CD31_dapi_8bit.png, 657759 5 658703 11 659649 13 660595 15 661542 15 662489 15 663437 13 664385 12 665334 8
No_9 CD31_dapi_8bit.png, 379693 6 380638 9 381584 10 382530 11 383476 12 384423 11 385370 10 386318 8 387265 7 388215 2
No_9 CD31_dapi_8bit.png, 682632 6 683577 8 684523 10 685469 11 686415 12 687362 12 688309 11 689256 10 690204 8 691153 3
No_9 CD31_dapi_8bit.png, 739333 5 740278 9 741224 11 742170 13 743117 13 744065 12 745012 12 745960 10 746909 6
No_9 CD31_dapi_8bit.png, 573385 7 574331 10 575277 11 576224 12 577171 12 578118 12 579065 11 580013 10 580961 7
No_9 CD31_dapi_8bit.png, 367192 5 368136 9 369082 11 370028 12 370975 12 371922 12 372869 11 373816 11 374763 11 375710 10 376659 7
No_9 CD31_dapi_8bit.png, 818123 5 819069 8 820015 9 820961 11 821908 11 822855 11 823801 12 824748 12 825696 11 826643 10 827591 9 828540 5
No_9 CD31_dapi_8bit.png, 675558 2 676503 7 677449 9 678396 10 679342 12 680289 12 681237 11 682184 11 683132 9 684080 6
No_9 CD31_dapi_8bit.png, 839567 3 840513 7 841459 9 842406 10 843354 10 844301 11 845249 10 846196 10 847144 8 848092 6 849040 3
No_9 CD31_dapi_8bit.png, 787885 4 788831 6 789777 8 790724 9 791671 9 792618 10 793565 10 794512 10 795459 10 796406 10 797353 9 798301 8 799251 2
No_9 CD31_dapi_8bit.png, 878321 6 879265 11 880209 15 881155 16 882102 16 883049 15 883997 13 884945 10 885895 4
No_9 CD31_dapi_8bit.png, 711524 4 712469 9 713415 11 714361 12 715308 12 716254 13 717201 12 718148 11 719096 9 720044 6
No_9 CD31_dapi_8bit.png, 508400 7 509346 11 510292 13 511239 14 512186 14 513133 14 514080 14 515027 13 515974 12 516922 10 517870 8
No_9 CD31_dapi_8bit.png, 735981 5 736926 10 737873 11 738819 12 739766 13 740713 13 741661 11 742608 10 743556 8 744505 4
No_9 CD31_dapi_8bit.png, 855660 3 856604 9 857550 11 858497 11 859444 11 860391 11 861338 11 862285 10 863232 9 864182 4
No_9 CD31_dapi_8bit.png, 810568 6 811513 10 812460 11 813406 12 814353 13 815300 13 816247 13 817195 11 818142 11 819090 9 820039 6
No_9 CD31_dapi_8bit.png, 785403 6 786348 10 787294 12 788241 12 789188 12 790135 12 791082 11 792029 10 792977 8 793926 4
No_9 CD31_dapi_8bit.png, 546700 6 547645 10 548590 13 549537 13 550483 14 551430 13 552377 12 553325 7
No_9 CD31_dapi_8bit.png, 87676 4 88621 8 89567 10 90514 11 91460 12 92407 12 93354 12 94300 12 95247 12 96194 10 97141 9 98089 7 99038 3
No_9 CD31_dapi_8bit.png, 592971 5 593916 8 594862 10 595809 10 596756 10 597703 9 598650 8 599599 5
No_9 CD31_dapi_8bit.png, 335018 5 335963 9 336910 10 337856 12 338803 12 339750 12 340697 12 341645 11 342592 10 343541 6
No_9 CD31_dapi_8bit.png, 474930 8 475875 12 476821 14 477767 15 478713 16 479660 16 480607 15 481555 13 482504 8
No_9 CD31_dapi_8bit.png, 157264 2 158207 9 159152 13 160099 14 161045 16 161992 17 162939 17 163886 18 164834 17 165783 15 166732 13 167683 7
No_9 CD31_dapi_8bit.png, 786455 5 787400 9 788346 11 789293 12 790240 12 791187 12 792134 12 793082 11 794029 10 794977 8 795925 6
No_9 CD31_dapi_8bit.png, 642924 6 643869 11 644816 12 645762 13 646709 14 647656 14 648604 12 649552 11 650501 8
No_9 CD31_dapi_8bit.png, 155935 5 156882 7 157828 9 158775 9 159722 10 160670 9 161617 10 162564 10 163512 9 164460 8 165409 5
No_9 CD31_dapi_8bit.png, 578969 4 579914 8 580860 10 581807 11 582754 11 583700 12 584647 12 585595 10 586542 10 587490 8 588439 5
No_9 CD31_dapi_8bit.png, 23366 5 24312 8 25258 10 26204 11 27151 11 28097 12 29044 11 29991 10 30939 8 31888 5
No_9 CD31_dapi_8bit.png, 549888 6 550833 9 551779 12 552726 13 553673 13 554620 13 555568 12 556516 11 557465 7
No_9 CD31_dapi_8bit.png, 37574 7 38519 10 39466 11 40412 13 41359 13 42307 12 43254 11 44201 11 45149 8 46098 4
No_9 CD31_dapi_8bit.png, 728159 6 729105 11 730052 12 730999 13 731946 13 732893 13 733840 13 734788 11 735736 9 736685 6
No_9 CD31_dapi_8bit.png, 355752 7 356697 10 357643 11 358590 11 359536 12 360483 12 361430 11 362377 11 363325 9 364273 8 365221 5
No_9 CD31_dapi_8bit.png, 367470 6 368415 10 369362 11 370309 11 371256 12 372203 12 373150 12 374097 11 375045 10 375994 6
No_9 CD31_dapi_8bit.png, 323408 8 324353 11 325299 12 326246 12 327192 13 328140 11 329087 10 330035 8 330983 7 331932 3
No_9 CD31_dapi_8bit.png, 861271 2 862214 10 863160 12 864106 14 865053 14 865999 15 866946 15 867893 14 868841 11 869790 7
No_9 CD31_dapi_8bit.png, 550087 5 551033 9 551980 10 552926 12 553873 12 554821 11 555768 11 556715 10 557662 10 558610 7 559558 5
No_9 CD31_dapi_8bit.png, 464495 6 465440 11 466387 12 467333 14 468280 14 469227 14 470175 13 471123 12 472072 9 473021 6
No_9 CD31_dapi_8bit.png, 97432 7 98377 11 99324 11 100270 13 101217 13 102164 12 103112 11 104060 9 105010 1
No_9 CD31_dapi_8bit.png, 674923 4 675868 8 676814 10 677760 12 678707 12 679654 12 680601 12 681549 10 682498 6
No_9 CD31_dapi_8bit.png, 886441 3 887384 9 888330 12 889277 12 890224 13 891171 14 892119 13 893068 11 894017 8 894965 7
No_9 CD31_dapi_8bit.png, 824033 5 824978 9 825923 12 826870 13 827816 14 828763 14 829710 14 830657 14 831605 12 832553 10
No_9 CD31_dapi_8bit.png, 689116 5 690062 8 691008 10 691954 11 692901 11 693848 11 694795 10 695742 10 696689 9 697637 7 698586 3
No_9 CD31_dapi_8bit.png, 591452 9 592398 10 593344 12 594291 12 595237 13 596184 13 597131 12 598079 11 599026 10 599975 6
No_9 CD31_dapi_8bit.png, 308237 7 309182 11 310128 12 311075 13 312022 13 312969 13 313916 13 314864 12 315811 11 316759 10 317707 7 318656 2
No_9 CD31_dapi_8bit.png, 7724 5 8670 9 9616 11 10563 12 11509 14 12456 15 13403 15 14351 14 15298 14 16246 12 17195 9 18144 5
No_9 CD31_dapi_8bit.png, 263513 6 264459 8 265405 10 266351 11 267297 13 268244 13 269192 12 270139 12 271087 10 272035 9 272984 5
No_9 CD31_dapi_8bit.png, 641474 6 642419 10 643365 12 644312 13 645259 13 646207 12 647154 12 648103 10 649051 8 649999 6
No_9 CD31_dapi_8bit.png, 6127 9 7073 12 8020 13 8968 13 9916 12 10864 11 11812 10 12762 5
No_9 CD31_dapi_8bit.png, 512641 5 513587 8 514534 9 515480 11 516427 11 517374 12 518321 12 519269 11 520216 10 521164 9 522112 6
No_9 CD31_dapi_8bit.png, 853219 3 854164 7 855110 10 856057 10 857003 12 857950 12 858898 11 859845 11 860793 9 861741 8 862691 2
No_9 CD31_dapi_8bit.png, 645796 4 646741 7 647687 9 648634 10 649580 12 650528 11 651475 11 652422 11 653370 10 654317 9 655266 4
No_9 CD31_dapi_8bit.png, 264668 5 265613 8 266559 10 267505 11 268451 12 269397 13 270344 12 271290 13 272237 12 273185 10 274133 7
No_9 CD31_dapi_8bit.png, 755656 6 756601 10 757547 11 758494 12 759441 12 760388 11 761335 11 762283 9 763232 6
No_9 CD31_dapi_8bit.png, 429709 5 430654 9 431601 10 432547 12 433493 13 434440 13 435387 13 436335 12 437283 10 438232 6
No_9 CD31_dapi_8bit.png, 853887 2 854830 9 855776 11 856722 12 857669 13 858616 13 859563 13 860510 12 861458 10 862405 8 863354 4
No_9 CD31_dapi_8bit.png, 205445 8 206391 10 207337 12 208284 12 209231 12 210177 13 211125 12 212072 11 213020 10 213968 7
No_9 CD31_dapi_8bit.png, 586860 8 587806 10 588752 12 589699 12 590646 12 591593 12 592541 10 593488 9 594437 5
No_9 CD31_dapi_8bit.png, 842722 5 843667 8 844613 10 845559 12 846506 12 847454 11 848401 11 849349 9 850298 6
No_9 CD31_dapi_8bit.png, 762892 8 763837 11 764784 12 765730 13 766677 13 767624 13 768571 13 769519 12 770466 11 771414 9 772362 7 773311 3
No_9 CD31_dapi_8bit.png, 665633 6 666578 11 667524 13 668471 13 669417 14 670364 14 671312 13 672260 11 673209 6
No_9 CD31_dapi_8bit.png, 456308 5 457253 8 458199 10 459145 11 460092 11 461038 12 461985 11 462933 10 463881 7 464831 2
No_9 CD31_dapi_8bit.png, 555445 4 556390 8 557336 10 558283 11 559229 12 560176 12 561122 13 562069 13 563016 12 563962 13 564909 12 565856 11 566804 8
No_9 CD31_dapi_8bit.png, 207325 4 208270 8 209216 9 210163 10 211109 11 212056 11 213003 11 213950 11 214898 9 215848 4
No_9 CD31_dapi_8bit.png, 574277 4 575222 8 576167 11 577113 13 578060 13 579007 13 579954 13 580901 12 581849 11 582797 9 583747 4
No_9 CD31_dapi_8bit.png, 406767 8 407711 11 408657 13 409603 14 410550 14 411497 14 412444 14 413392 12 414341 8
No_9 CD31_dapi_8bit.png, 311809 5 312755 7 313702 8 314648 10 315595 10 316542 11 317489 12 318436 13 319382 14 320329 14 321276 14 322224 12 323172 10 324120 5
No_9 CD31_dapi_8bit.png, 771165 2 772109 11 773055 13 774002 13 774948 14 775895 14 776843 12 777790 11 778739 7
No_9 CD31_dapi_8bit.png, 527930 5 528876 9 529823 11 530770 11 531718 11 532665 11 533613 10 534560 9 535509 6
No_9 CD31_dapi_8bit.png, 599110 6 600055 11 601001 13 601947 14 602894 14 603841 14 604788 14 605736 12 606684 9 607634 4
No_9 CD31_dapi_8bit.png, 513732 5 514677 9 515623 11 516570 12 517516 13 518463 13 519411 12 520359 10 521308 6
No_9 CD31_dapi_8bit.png, 419287 5 420232 9 421178 11 422124 12 423071 12 424018 12 424965 11 425913 9 426863 4
No_9 CD31_dapi_8bit.png, 6474 6 7420 12 8366 15 9313 15 10260 16 11208 15 12155 14 13103 12 14052 9 15002 3
No_9 CD31_dapi_8bit.png, 657399 4 658343 11 659289 14 660236 14 661182 15 662129 16 663076 15 664023 15 664971 13 665919 11 666867 9 667816 5
No_9 CD31_dapi_8bit.png, 814066 1 815009 7 815955 9 816902 9 817848 10 818794 11 819741 11 820688 11 821634 11 822581 11 823528 10 824476 9 825424 7 826372 4
No_9 CD31_dapi_8bit.png, 159849 5 160794 8 161741 9 162687 11 163634 11 164582 10 165529 10 166476 9 167424 8 168374 3
No_9 CD31_dapi_8bit.png, 436562 4 437507 7 438453 9 439400 9 440347 9 441295 7 442243 7 443191 5 444139 4
No_9 CD31_dapi_8bit.png, 323261 4 324207 7 325154 8 326101 9 327048 10 327995 11 328943 10 329890 10 330838 8 331786 6
No_9 CD31_dapi_8bit.png, 547001 4 547946 8 548892 11 549838 13 550785 13 551732 13 552680 12 553629 9 554579 5
No_9 CD31_dapi_8bit.png, 620835 4 621780 8 622726 9 623672 11 624619 11 625565 12 626512 12 627459 12 628406 12 629354 10 630301 9 631249 7 632198 2
No_9 CD31_dapi_8bit.png, 591146 5 592092 9 593038 11 593985 12 594932 12 595879 13 596826 13 597774 12 598722 10 599671 7
No_9 CD31_dapi_8bit.png, 360229 6 361174 9 362120 11 363066 12 364013 12 364959 13 365906 12 366854 11 367801 10 368750 7 369699 3
No_9 CD31_dapi_8bit.png, 856047 4 856993 8 857939 10 858886 10 859832 12 860780 11 861727 11 862674 10 863622 8 864570 5
No_9 CD31_dapi_8bit.png, 316355 6 317302 7 318249 9 319196 10 320144 10 321091 11 322039 10 322987 10 323935 9 324883 8 325832 5
No_9 CD31_dapi_8bit.png, 711291 3 712235 8 713180 11 714127 11 715073 12 716020 12 716967 11 717915 9 718864 5
No_9 CD31_dapi_8bit.png, 716464 6 717409 10 718355 11 719302 12 720249 12 721196 12 722143 11 723090 11 724038 9 724987 5
No_9 CD31_dapi_8bit.png, 821691 6 822635 12 823582 12 824528 14 825475 14 826422 14 827369 14 828317 12 829264 11 830213 5
No_9 CD31_dapi_8bit.png, 800559 3 801503 10 802449 11 803396 12 804342 13 805289 13 806236 13 807183 12 808131 11 809080 6
No_9 CD31_dapi_8bit.png, 558394 5 559340 9 560286 12 561233 13 562179 14 563126 14 564074 13 565022 11 565971 7
No_9 CD31_dapi_8bit.png, 332986 5 333932 7 334878 9 335824 10 336771 11 337718 11 338665 11 339612 10 340559 10 341507 8 342455 6 343404 2
No_9 CD31_dapi_8bit.png, 728539 6 729484 10 730431 10 731378 11 732325 11 733272 11 734220 9 735169 6
No_9 CD31_dapi_8bit.png, 145810 6 146756 10 147703 11 148649 12 149596 13 150544 12 151491 11 152438 11 153386 8
No_9 CD31_dapi_8bit.png, 34924 6 35870 9 36816 11 37763 12 38709 13 39656 13 40603 12 41551 11 42499 9 43448 5
No_9 CD31_dapi_8bit.png, 751496 11 752442 12 753388 14 754335 14 755282 13 756229 13 757176 12 758124 10 759072 7
No_9 CD31_dapi_8bit.png, 340309 6 341255 8 342201 10 343148 10 344095 10 345041 11 345989 10 346936 9 347883 9 348831 7 349780 3
No_9 CD31_dapi_8bit.png, 534709 4 535653 9 536599 11 537546 12 538492 13 539439 13 540386 13 541333 12 542280 12 543228 9 544177 5
No_9 CD31_dapi_8bit.png, 831181 5 832126 10 833072 12 834019 13 834966 13 835913 13 836861 12 837809 10 838759 6
No_9 CD31_dapi_8bit.png, 243602 3 244548 6 245495 7 246441 9 247388 10 248335 10 249283 10 250230 10 251178 9 252128 4
No_9 CD31_dapi_8bit.png, 721952 6 722897 10 723842 12 724789 13 725735 14 726682 14 727630 13 728578 10 729527 7
No_9 CD31_dapi_8bit.png, 45962 6 46908 9 47854 11 48801 11 49748 12 50695 12 51643 11 52591 9 53539 7 54488 3
No_9 CD31_dapi_8bit.png, 167803 5 168749 7 169695 9 170642 9 171589 9 172537 8 173484 9 174432 8 175380 6 176328 5 177276 4
No_9 CD31_dapi_8bit.png, 87847 6 88792 8 89738 10 90685 10 91631 11 92578 11 93525 10 94473 9 95423 4
No_9 CD31_dapi_8bit.png, 475274 9 476220 11 477166 12 478113 12 479060 12 480007 12 480954 11 481902 9 482851 5
No_9 CD31_dapi_8bit.png, 721445 4 722390 9 723336 12 724283 14 725230 15 726177 15 727125 14 728076 9
No_9 CD31_dapi_8bit.png, 434374 4 435319 9 436265 11 437211 13 438157 14 439104 14 440052 12 441000 9 441948 6
No_9 CD31_dapi_8bit.png, 30806 8 31751 11 32698 12 33644 13 34591 13 35538 13 36485 13 37433 11 38380 11 39328 9 40277 5
No_9 CD31_dapi_8bit.png, 463782 5 464727 10 465674 11 466620 13 467567 14 468514 14 469462 12 470409 12 471358 8
No_9 CD31_dapi_8bit.png, 509825 5 510770 9 511716 11 512662 12 513609 12 514555 13 515503 11 516450 10 517399 7
No_9 CD31_dapi_8bit.png, 136910 6 137856 8 138802 10 139749 10 140695 12 141642 12 142589 12 143537 10 144485 9 145434 6 146384 1
No_9 CD31_dapi_8bit.png, 313340 8 314286 10 315232 12 316178 13 317124 14 318071 14 319018 14 319966 12 320914 9
No_9 CD31_dapi_8bit.png, 169108 9 170054 11 171000 12 171947 12 172894 12 173841 12 174788 11 175735 11 176683 9 177630 9 178578 7
No_9 CD31_dapi_8bit.png, 256614 4 257560 7 258506 8 259453 9 260400 9 261348 8 262295 8 263244 5
No_9 CD31_dapi_8bit.png, 111411 9 112356 12 113303 13 114249 14 115196 14 116143 13 117091 12 118038 11 118986 8
No_9 CD31_dapi_8bit.png, 767738 4 768683 8 769629 10 770576 11 771523 11 772470 11 773418 10 774367 7
No_9 CD31_dapi_8bit.png, 34236 6 35181 11 36127 14 37073 16 38019 17 38966 17 39913 17 40860 16 41808 15 42755 14 43704 10
No_9 CD31_dapi_8bit.png, 600829 4 601774 8 602721 9 603667 10 604614 11 605561 11 606508 11 607456 9 608403 9 609352 5
No_9 CD31_dapi_8bit.png, 40520 8 41467 10 42413 12 43360 13 44308 12 45255 12 46203 11 47150 10 48098 8 49049 2
No_9 CD31_dapi_8bit.png, 676087 4 677033 8 677979 11 678926 11 679872 13 680820 12 681767 12 682715 10 683663 8 684612 3
No_9 CD31_dapi_8bit.png, 450200 5 451145 9 452090 12 453036 14 453983 14 454930 14 455877 14 456824 13 457772 12 458720 9 459669 5
No_9 CD31_dapi_8bit.png, 791218 4 792163 7 793109 9 794055 11 795001 12 795948 12 796895 12 797842 11 798788 12 799735 12 800683 10 801630 9 802579 5
No_9 CD31_dapi_8bit.png, 696346 11 697292 13 698237 16 699184 16 700130 17 701077 16 702024 16 702972 14 703920 11 704869 6
No_9 CD31_dapi_8bit.png, 846286 5 847232 8 848178 11 849124 12 850071 13 851018 12 851965 12 852912 12 853860 10 854808 9 855757 5
No_9 CD31_dapi_8bit.png, 69852 6 70797 9 71744 10 72690 12 73637 12 74584 12 75532 10 76481 6
No_9 CD31_dapi_8bit.png, 22524 6 23469 9 24416 10 25362 12 26309 12 27257 11 28204 11 29152 9 30100 8 31048 6 31997 3
No_9 CD31_dapi_8bit.png, 534459 3 535404 7 536350 9 537296 10 538242 11 539189 11 540135 12 541082 11 542029 11 542977 9 543925 7 544873 3
No_9 CD31_dapi_8bit.png, 339691 6 340637 8 341582 11 342528 12 343475 12 344421 13 345368 13 346315 13 347263 11 348210 10 349160 5
No_9 CD31_dapi_8bit.png, 650488 3 651432 10 652378 13 653325 14 654271 15 655218 15 656166 14 657113 14 658061 12 659009 9 659958 4
No_9 CD31_dapi_8bit.png, 772316 6 773261 10 774207 12 775154 12 776100 14 777047 13 777995 12 778942 12 779890 10 780840 5
No_9 CD31_dapi_8bit.png, 699962 5 700907 8 701852 11 702798 12 703744 13 704691 12 705638 12 706586 9 707533 8 708483 3
No_9 CD31_dapi_8bit.png, 129684 5 130629 9 131575 11 132522 11 133469 11 134415 12 135363 11 136310 10 137258 6
No_9 CD31_dapi_8bit.png, 55885 10 56830 13 57776 15 58722 16 59669 16 60616 16 61563 15 62511 13 63459 9
No_9 CD31_dapi_8bit.png, 818468 7 819413 11 820359 13 821306 13 822252 14 823199 14 824146 13 825094 12 826042 9 826992 5
No_9 CD31_dapi_8bit.png, 693180 5 694125 9 695071 10 696018 10 696964 11 697912 10 698859 11 699807 9 700756 7 701706 3
No_9 CD31_dapi_8bit.png, 391701 5 392646 9 393592 10 394538 12 395485 12 396431 14 397378 14 398326 13 399273 12 400222 9 401172 5
No_9 CD31_dapi_8bit.png, 443564 6 444508 10 445454 12 446401 12 447347 13 448294 12 449242 10 450189 8 451137 5
No_9 CD31_dapi_8bit.png, 309127 5 310072 9 311017 12 311964 12 312910 13 313857 13 314804 13 315751 12 316698 11 317645 10 318592 7 319539 5
No_9 CD31_dapi_8bit.png, 733293 9 734239 11 735186 12 736132 14 737079 14 738027 13 738975 12 739924 8
No_9 CD31_dapi_8bit.png, 24613 7 25558 10 26504 12 27451 12 28398 12 29345 12 30292 10 31240 8 32189 4
No_9 CD31_dapi_8bit.png, 359341 5 360286 11 361233 11 362180 12 363127 12 364073 13 365020 13 365967 13 366915 11 367862 11 368810 8 369759 4
No_9 CD31_dapi_8bit.png, 600174 6 601119 10 602066 11 603013 11 603960 11 604907 11 605854 10 606802 8 607751 4
No_9 CD31_dapi_8bit.png, 235411 5 236356 7 237303 8 238249 9 239196 9 240143 9 241091 7 242039 6
No_9 CD31_dapi_8bit.png, 50948 5 51894 8 52841 9 53788 11 54735 12 55682 13 56630 12 57577 12 58526 10 59474 9 60424 5
No_9 CD31_dapi_8bit.png, 876248 3 877193 7 878139 9 879086 9 880033 10 880980 10 881928 9 882876 8 883823 7 884771 6 885719 3
No_9 CD31_dapi_8bit.png, 77440 6 78386 9 79333 9 80279 11 81226 11 82173 11 83120 10 84067 8 85016 3
No_9 CD31_dapi_8bit.png, 121851 7 122797 10 123744 10 124691 11 125638 11 126585 11 127532 11 128479 11 129427 9 130374 8 131323 2
No_9 CD31_dapi_8bit.png, 450239 4 451184 9 452130 11 453077 12 454024 13 454971 13 455918 13 456865 13 457813 12 458760 11 459708 9 460657 5
No_9 CD31_dapi_8bit.png, 502305 5 503250 8 504197 8 505143 10 506090 10 507036 11 507983 11 508931 9 509879 8 510828 5
No_9 CD31_dapi_8bit.png, 449537 5 450483 7 451430 8 452377 8 453324 8 454272 7 455219 6 456166 6 457113 6 458061 4
No_9 CD31_dapi_8bit.png, 844982 4 845927 10 846873 12 847819 14 848766 15 849713 14 850660 14 851607 13 852555 11 853506 5
No_9 CD31_dapi_8bit.png, 692179 10 693125 13 694072 13 695019 14 695966 14 696913 14 697861 13 698809 11 699758 8 700707 4
No_9 CD31_dapi_8bit.png, 678040 4 678985 8 679932 9 680878 11 681825 12 682772 12 683720 11 684668 9 685616 7
No_9 CD31_dapi_8bit.png, 652698 2 653642 7 654587 10 655533 12 656480 12 657426 14 658373 14 659321 12 660268 12 661216 10 662165 7
No_9 CD31_dapi_8bit.png, 551542 2 552485 10 553430 14 554375 16 555322 16 556269 16 557215 17 558163 15 559110 14 560058 12 561007 8
No_9 CD31_dapi_8bit.png, 648864 3 649809 8 650755 10 651702 10 652648 12 653595 12 654542 12 655489 12 656437 10 657384 9 658333 5
No_9 CD31_dapi_8bit.png, 218378 3 219322 9 220268 11 221214 12 222161 13 223108 13 224054 14 225002 12 225949 12 226897 11 227847 6
No_9 CD31_dapi_8bit.png, 816982 5 817927 9 818874 10 819820 12 820767 12 821715 11 822662 11 823610 9 824557 8 825506 5
No_9 CD31_dapi_8bit.png, 880455 2 881399 8 882345 10 883292 11 884238 12 885185 13 886132 13 887079 13 888027 11 888976 9 889925 5
No_9 CD31_dapi_8bit.png, 146390 4 147335 8 148281 9 149228 10 150175 10 151121 11 152068 11 153015 11 153962 10 154910 8 155860 4
No_9 CD31_dapi_8bit.png, 679685 5 680629 10 681576 11 682523 11 683470 11 684418 9 685365 8 686314 4
No_9 CD31_dapi_8bit.png, 502759 1 503704 5 504651 6 505597 8 506544 9 507491 10 508438 10 509385 10 510332 10 511279 10 512226 9 513173 9 514121 7 515069 3
No_9 CD31_dapi_8bit.png, 740138 5 741081 11 742027 13 742974 14 743921 14 744868 14 745815 14 746762 13 747710 10 748659 7
No_9 CD31_dapi_8bit.png, 412558 4 413503 9 414449 13 415396 16 416343 17 417291 17 418239 17 419187 16 420138 12 421088 8
No_9 CD31_dapi_8bit.png, 677557 5 678502 9 679449 10 680396 11 681344 10 682292 9 683240 7 684188 5
No_9 CD31_dapi_8bit.png, 130463 8 131409 10 132355 11 133301 12 134248 13 135195 12 136142 12 137090 10 138038 8 138987 4
No_9 CD31_dapi_8bit.png, 86072 5 87017 10 87964 12 88910 14 89858 13 90805 13 91753 12 92701 10 93649 8 94598 4
No_9 CD31_dapi_8bit.png, 92618 6 93564 9 94510 10 95457 11 96404 11 97352 10 98299 10 99248 7 100198 3
No_9 CD31_dapi_8bit.png, 67926 6 68871 10 69818 11 70764 13 71711 13 72659 12 73606 12 74554 10 75503 6
No_9 CD31_dapi_8bit.png, 382940 5 383886 7 384831 10 385778 11 386724 12 387671 12 388618 11 389566 10 390514 8 391462 6
No_9 CD31_dapi_8bit.png, 488426 5 489371 9 490317 10 491263 12 492210 12 493156 13 494104 12 495051 12 495998 11 496946 8 497894 5
No_9 CD31_dapi_8bit.png, 277924 5 278870 8 279816 10 280763 12 281709 14 282656 14 283603 14 284550 13 285498 11 286448 6
No_9 CD31_dapi_8bit.png, 250492 14 251439 15 252386 15 253333 15 254281 14 255231 10 256183 2
No_9 CD31_dapi_8bit.png, 153936 4 154881 9 155828 11 156774 12 157721 13 158668 13 159615 13 160563 11 161511 9 162461 3
No_9 CD31_dapi_8bit.png, 643020 2 643964 11 644911 13 645858 14 646805 14 647753 13 648703 9 649653 5
No_9 CD31_dapi_8bit.png, 314855 6 315801 9 316748 10 317695 11 318641 12 319588 12 320535 12 321483 10 322430 10 323377 9 324326 5
No_9 CD31_dapi_8bit.png, 625801 4 626746 7 627692 9 628639 9 629585 10 630532 10 631479 10 632426 9 633374 8 634322 6
No_9 CD31_dapi_8bit.png, 525218 4 526164 7 527111 9 528058 10 529005 11 529952 11 530899 11 531847 10 532795 8 533745 4
No_9 CD31_dapi_8bit.png, 771730 6 772675 9 773621 11 774568 11 775514 13 776461 13 777409 12 778356 11 779305 9 780254 4
No_9 CD31_dapi_8bit.png, 886499 5 887445 7 888391 9 889338 10 890284 11 891231 12 892179 11 893126 11 894074 9 895022 5
No_9 CD31_dapi_8bit.png, 554777 6 555723 9 556670 10 557617 10 558565 10 559512 10 560459 10 561407 9 562354 9 563301 9 564249 7 565198 4
No_9 CD31_dapi_8bit.png, 172142 5 173088 8 174035 9 174981 10 175928 11 176875 11 177822 11 178770 9 179717 8
No_9 CD31_dapi_8bit.png, 207021 5 207967 8 208913 10 209860 10 210807 11 211753 12 212700 12 213648 11 214595 11 215542 10 216491 4
No_9 CD31_dapi_8bit.png, 263702 4 264647 7 265593 9 266540 9 267486 10 268433 10 269380 10 270326 11 271273 11 272220 10 273168 9 274115 8 275063 6 276011 3
No_9 CD31_dapi_8bit.png, 483937 5 484883 8 485829 11 486776 12 487722 13 488669 14 489615 15 490562 16 491509 16 492456 15 493405 13 494355 8 495305 3
No_9 CD31_dapi_8bit.png, 539305 7 540250 11 541196 13 542142 14 543089 15 544036 15 544983 15 545930 15 546877 15 547826 12 548774 10 549722 8 550672 2
